job_id,company,job_title,location,provider,job_url,status,application_date,posted_at,scraped_at,linkedin_job_url,customized_resume_id,customized_resume_path,resume_bucket,notes
4404695388,MyCareernet,Software Engineer - Java Developer_97987,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4404695388/,previously_applied,2026-04-27T20:38:20.1851+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4404695388/,b829448d-8a54-4a93-b267-3a9711186588,,personalized_resumes,
4407156829,BOMBAYDC,"Full Stack Web Developer (React/Next.js, Node) - Immediate joiners preferred","Mumbai, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4407156829/,previously_applied,2026-04-27T20:24:09.916309+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407156829/,1aebc5b6-e346-4b1a-ad64-ca32d0f53b31,,personalized_resumes,
4397910294,project44,Software Engineer 2,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4397910294/,previously_applied,2026-04-27T20:22:49.041999+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4397910294/,1472f7c4-e212-4a1e-bb4a-4833c0ea6987,,personalized_resumes,
4407469129,Quik Hire Staffing,Full Stack Developer (Remote),"Mumbai, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4407469129/,previously_applied,2026-04-27T20:13:19.414687+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407469129/,,,personalized_resumes,
4407457266,Quik Hire Staffing,Full Stack Developer (Remote),"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4407457266/,previously_applied,2026-04-27T20:12:57.302634+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407457266/,,,personalized_resumes,
4405116022,Microsoft AI,Software Engineer II,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4405116022/,previously_applied,2026-04-27T20:12:03.121772+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4405116022/,2376e92f-f93b-4503-a0dc-f04acd90cf58,,personalized_resumes,
4407446966,Quik Hire Staffing,Full Stack Developer (Remote),"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407446966/,previously_applied,2026-04-27T20:00:31.02644+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407446966/,bff978c3-bac8-4ae0-908f-42643121cb83,,personalized_resumes,
4407186956,GIVA,SDE 1,"Bangalore Urban, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407186956/,previously_applied,2026-04-27T19:59:59.414467+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407186956/,2b4afcdc-ff89-4b78-9168-481eb6d2eeb7,,personalized_resumes,
naukri:210426029007,Tata Consultancy Services,TCS//Job Opening//JAVA Developer//3-7 Yrs//S,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-tcs-opening-java-developer-3-7-yrs-s-tata-consultancy-services-hyderabad-bengaluru-3-to-8-years-210426029007,previously_applied,2026-04-27T19:56:36.471971+00:00,2026-04-21T13:29:16+00:00,2026-04-27T18:31:43.655504+00:00,,,,personalized_resumes,
naukri:240426019341,Bounteous x Accolite,Java Full Stack Developer,"Bengaluru, Karnataka, India",naukri,https://www.naukri.com/job-listings-java-full-stack-developer-bounteous-x-accolite-bengaluru-3-to-8-years-240426019341,previously_applied,2026-04-24T17:41:10.915839+00:00,2026-04-24T14:18:41+00:00,2026-04-24T15:37:11.357176+00:00,,,,personalized_resumes,
4405601500,People Tech Group Inc,Java developer,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4405601500/,previously_applied,2026-04-23T18:17:21.950454+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4405601500/,c30b58a6-2018-4472-be0f-add0d2026239,,personalized_resumes,
4405653459,Eaglehires HR Solutions Pvt Ltd,Full Stack Engineer,"Mumbai, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4405653459/,previously_applied,2026-04-23T18:15:04.336535+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4405653459/,ee84f19b-14c3-4f64-b011-f5e15d97fcc5,,personalized_resumes,
4404732873,hackajob,"Security Engineer II - Java ,React Full Stack Developer","Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4404732873/,previously_applied,2026-04-23T18:13:36.184828+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4404732873/,b65724e5-ef68-4aeb-9b5c-a1d0c6780caf,,personalized_resumes,
naukri:160426501404,Coderound Ai,Java Backend Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-backend-developer-coderound-ai-hyderabad-3-to-8-years-160426501404,previously_applied,2026-04-23T18:06:17.241371+00:00,2026-04-16T13:21:29+00:00,2026-04-23T14:14:29.602293+00:00,,280a1c4c-d1cf-4f68-b6b0-6d663fbdcf09,,personalized_resumes,
4405280574,Uber,Software Engineer II - Backend,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4405280574/,previously_applied,2026-04-23T18:03:37.138354+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4405280574/,a8e3abbf-7943-43cf-886f-3f6ea18e1f76,,personalized_resumes,
4404728463,Recro,Full Stack Engineer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4404728463/,previously_applied,2026-04-23T17:56:14.696899+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4404728463/,b3950eb3-f041-441a-8654-15e2a48056eb,,personalized_resumes,
4402813814,NCR Atleos,SW Engineer I- Java Developer,Mumbai Metropolitan Region,linkedin,https://www.linkedin.com/jobs/view/4402813814/,previously_applied,2026-04-23T17:53:54.795859+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4402813814/,dd3e160e-766e-4230-85a1-c6399af45a4f,,personalized_resumes,
4404739362,Licious,SDE 1 (Backend),"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4404739362/,previously_applied,2026-04-23T17:45:25.856501+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4404739362/,32b57099-44b1-4ff8-aa13-586964f2763a,,personalized_resumes,
4404705707,Thoughtiv,Full Stack Developer,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4404705707/,previously_applied,2026-04-23T17:43:03.332884+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4404705707/,94b58acb-0fca-4e32-8a2e-a6c94a3ab955,,personalized_resumes,
4404700693,Quantum Paradigm,Full Stack Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4404700693/,previously_applied,2026-04-23T17:38:48.847675+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4404700693/,8e66c5bf-65f6-4967-b3f5-b6b86f8ce773,,personalized_resumes,
4404996995,SymphonyAI,Associate Software Engineer (Java) – Remote,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4404996995/,previously_applied,2026-04-23T17:33:02.273813+00:00,,2026-04-23T14:14:29.602293+00:00,https://www.linkedin.com/jobs/view/4404996995/,a0e04bdd-e7a3-4471-a039-ac4017f3e884,,personalized_resumes,
naukri:230426918202,Fujitsu,Software Engineer II,"Bengaluru, Karnataka, India",naukri,https://www.naukri.com/job-listings-software-engineer-ii-fujitsu-consulting-india-pvt-ltd-bengaluru-2-to-5-years-230426918202,previously_applied,2026-04-23T16:41:41.042598+00:00,2026-04-23T12:34:13+00:00,2026-04-23T14:14:29.602293+00:00,,ae6ab21c-664a-4794-aef0-7fe5b99b9a5d,,personalized_resumes,
4391880153,Citi,Java Full Stack Engineer,"Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4391880153/,previously_applied,2026-04-22T15:05:45.911873+00:00,,2026-04-21T13:46:20.59875+00:00,https://www.linkedin.com/jobs/view/4391880153/,d0f6a7f7-3fe9-48ab-bf6f-b3e35a54b1b3,,personalized_resumes,
4404553960,RiskInsight Consulting Pvt Ltd.,"Full Stack Developer(Reactjs,Nodejs)","Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4404553960/,previously_applied,2026-04-22T14:55:37.306904+00:00,,2026-04-21T13:46:20.59875+00:00,https://www.linkedin.com/jobs/view/4404553960/,8a9a1dae-f652-4c7d-9445-909dbc22019c,,personalized_resumes,
4403970467,Ascendion,Java Backend Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4403970467/,previously_applied,2026-04-22T14:46:37.430555+00:00,,2026-04-21T13:46:20.59875+00:00,https://www.linkedin.com/jobs/view/4403970467/,53d1f4e7-e4ae-477a-a0fd-8ce126ae550f,,personalized_resumes,
4401924876,Scryptin Labs,Junior Software Engineer,"Mumbai, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4401924876/,previously_applied,2026-04-21T14:36:10.367071+00:00,,2026-04-21T13:46:20.59875+00:00,https://www.linkedin.com/jobs/view/4401924876/,d334e12f-647b-4ad4-844d-e3ddc12aa7ed,,personalized_resumes,
4401606882,CareerXperts Consulting,Java Backend Developers - Microservices - TDD - CTC INR 35 to 45 L,"Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4401606882/,previously_applied,2026-04-20T23:29:04.910243+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4401606882/,f25414f0-485a-4dca-aa4a-a0ee9f3f6ec4,,personalized_resumes,
4404062020,Weekday AI (YC W21),Golang Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4404062020/,previously_applied,2026-04-20T23:26:14.129426+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4404062020/,8058d4f6-1227-45c5-923b-7d890ead425a,,personalized_resumes,
4403344803,KNOLSKAPE,Associate Software Engineer,Greater Bengaluru Area,linkedin,https://www.linkedin.com/jobs/view/4403344803/,previously_applied,2026-04-20T23:09:59.024898+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4403344803/,7aa2bf78-0c4e-4730-bc2f-01c322090576,,personalized_resumes,
4403617252,Scoutit,Backend Software Engineer,"New Delhi, Delhi, India",linkedin,https://www.linkedin.com/jobs/view/4403617252/,previously_applied,2026-04-20T22:08:28.6589+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4403617252/,f11bce82-d6b9-4fd1-b27f-4f3cdb78d739,,personalized_resumes,
4404306108,PayPal,Software Engineer - Fullstack,"Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4404306108/,previously_applied,2026-04-20T22:04:30.218827+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4404306108/,1fefa3b4-310b-49ae-9a7d-914b98f49dae,,personalized_resumes,
4401294759,Joveo Ai,Software Development Engineer II (AI Engg),"Bangalore Urban, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4401294759/,previously_applied,2026-04-20T21:57:54.344385+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4401294759/,52911e39-e792-4281-9d76-9b83d859822f,,personalized_resumes,
4398753537,hackajob,LIQ Java Developer,"Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4398753537/,previously_applied,2026-04-20T21:55:50.645976+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4398753537/,cf0bed05-e3eb-4e93-88fc-8abddfe89ef3,,personalized_resumes,
4401261676,KnowDis AI,Full Stack Engineer,"New Delhi, Delhi, India",linkedin,https://www.linkedin.com/jobs/view/4401261676/,previously_applied,2026-04-20T21:44:59.696835+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4401261676/,8c1332ed-570f-4321-9818-178cf6e55621,,personalized_resumes,
4344540838,IBM,Full stack Software Developer – Product Development,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4344540838/,previously_applied,2026-04-20T21:29:43.604146+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4344540838/,4d9d7531-be3c-4de6-a428-514728525f6d,,personalized_resumes,
4401612741,"NTT DATA, Inc.",Full Stack Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4401612741/,previously_applied,2026-04-20T21:25:02.738934+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4401612741/,ed6caf05-1391-4d17-9fbc-a5955a4b0565,,personalized_resumes,
4403398618,Unibots,Full Stack Developer,"Delhi, India",linkedin,https://www.linkedin.com/jobs/view/4403398618/,previously_applied,2026-04-20T21:19:03.006128+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4403398618/,14b25fc8-f4a1-4713-ae68-709993b6a85a,,personalized_resumes,
4349479173,IBM,Application Developer-Cloud FullStack,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4349479173/,previously_applied,2026-04-20T21:18:17.201064+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4349479173/,d66f85f3-3f6b-4f52-8ca8-609e3c573392,,personalized_resumes,
4403363549,SolarWinds,Golang/Go Developer,"Bangalore Urban, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4403363549/,previously_applied,2026-04-20T20:21:37.514386+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4403363549/,d20902ee-4d6e-4f64-bd03-91242b479d5c,,personalized_resumes,
4401603887,MyCareernet,Java Developer_97737,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4401603887/,previously_applied,2026-04-20T20:16:45.349102+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4401603887/,7db53195-bbd8-467c-acef-31b8835eb8dd,,personalized_resumes,
4403614168,BairesDev,Junior JavaScript Developer - Remote Work,"Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4403614168/,previously_applied,2026-04-20T20:12:51.303609+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4403614168/,34477eb5-9040-49d4-b18e-7f363d9b84ee,,personalized_resumes,
4401641025,M&G Global Services Private Limited,Full Stack Engineer,"Mumbai, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4401641025/,previously_applied,2026-04-20T18:44:00.188204+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4401641025/,0c6e8e20-aafd-444a-9e35-a15723ce8b4f,,personalized_resumes,
4363476063,Teradata,Full Stack Engineer - AI Platform,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4363476063/,previously_applied,2026-04-20T18:33:58.623535+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4363476063/,6ad865ff-e8e4-4b24-8d49-fab76d1a1d01,,personalized_resumes,
4395984022,hackajob,Software Engineer II,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4395984022/,previously_applied,2026-04-20T18:28:07.847146+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4395984022/,10aa7939-ad29-435c-931b-1dfed40f5d0d,,personalized_resumes,
4401647298,Virtusa,Java Support,"Bangalore Urban, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4401647298/,previously_applied,2026-04-20T18:26:06.754239+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4401647298/,a084303a-1e83-4877-816c-2cd0ac26b06a,,personalized_resumes,
4404068626,Smarsh,Software Engineer I - Full Stack developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4404068626/,previously_applied,2026-04-20T17:20:58.752729+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4404068626/,0507d8bb-f334-4024-857e-cb40efdde1b8,,personalized_resumes,
4403617238,Scoutit,Java Backend Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4403617238/,previously_applied,2026-04-20T17:17:20.185807+00:00,,2026-04-20T16:33:51.520453+00:00,https://www.linkedin.com/jobs/view/4403617238/,5fe34e8d-7dd0-459f-aa16-c4dee24ede35,,personalized_resumes,
naukri:110226501044,Unison Group Com,Java Backend Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-backend-developer-unison-group-hyderabad-2-to-5-years-110226501044,previously_applied,2026-04-19T17:46:12.367055+00:00,2026-02-11T13:38:42+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:090426009189,Srs Business Solutions India,Java Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-developer-srs-business-solutions-india-hyderabad-1-to-3-years-090426009189,previously_applied,2026-04-19T17:45:51.215648+00:00,2026-04-09T10:49:35+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:150426015547,Master Works Software,Fullstack Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-fullstack-developer-master-works-software-hyderabad-3-to-8-years-150426015547,previously_applied,2026-04-19T17:44:21.549299+00:00,2026-04-15T12:23:20+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:180426013786,Erudio Technologies,Python Full Stack Developer ( Pan India ),"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-python-full-stack-developer-pan-india-erudio-technologies-hyderabad-chennai-bengaluru-3-to-8-years-180426013786,previously_applied,2026-04-19T17:43:38.695988+00:00,2026-04-18T15:37:45+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:010426015199,Advent Global Solutions,Spring Boot,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-spring-boot-advent-global-solutions-hyderabad-3-to-5-years-010426015199,previously_applied,2026-04-19T17:42:52.466402+00:00,2026-04-17T18:28:12+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:160426930377,Accenture,Custom Software Engineer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-160426930377,previously_applied,2026-04-19T17:42:33.306133+00:00,2026-04-16T17:25:10+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:130426921794,Accenture,Application Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-2-to-5-years-130426921794,previously_applied,2026-04-19T17:42:28.340586+00:00,2026-04-13T17:07:11+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:160426037714,PwC Service Delivery Center,Java Spring Boot Developer-Generative AI must have,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-spring-boot-developer-generative-ai-must-have-pwc-service-delivery-center-hyderabad-2-to-7-years-160426037714,previously_applied,2026-04-19T17:41:05.188466+00:00,2026-04-17T23:41:54+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:170426912291,Optum,Software Engineer JAVA FSD,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-software-engineer-java-fsd-optum-global-solutions-india-private-limited-hyderabad-2-to-7-years-170426912291,previously_applied,2026-04-19T17:40:32.715237+00:00,2026-04-17T11:22:26+00:00,2026-04-19T16:59:52.448993+00:00,,85b96091-7912-4b40-a808-5b3795703a14,,personalized_resumes,
naukri:290126010451,Talentov,SDE -1,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-sde-1-talentov-hyderabad-bengaluru-1-to-3-years-290126010451,previously_applied,2026-04-19T17:35:28.404553+00:00,2026-04-18T12:03:03+00:00,2026-04-19T16:59:52.448993+00:00,,,,personalized_resumes,
naukri:150426917825,PradeepIT Global consulting Pvt Ltd.,Java Fullstack Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-fullstack-developer-pradeepit-global-consulting-pvt-ltd-hyderabad-3-to-8-years-150426917825,previously_applied,2026-04-19T16:29:48.710296+00:00,2026-04-15T13:20:37+00:00,2026-04-18T14:12:21.526583+00:00,,4d2ff75c-fc80-4d53-b131-86ef982262b4,,personalized_resumes,
naukri:150426917797,PradeepIT Global consulting Pvt Ltd.,Java Backend Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-backend-developer-pradeepit-global-consulting-pvt-ltd-hyderabad-2-to-5-years-150426917797,previously_applied,2026-04-19T16:29:32.85912+00:00,2026-04-15T13:20:24+00:00,2026-04-18T14:12:21.526583+00:00,,572e6686-15c9-409b-8c83-fa12732f4b68,,personalized_resumes,
naukri:020426025449,BeQi Soft Technologies Pvt Ltd.,Fullstack Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-fullstack-developer-beqi-soft-technologies-pvt-ltd-hyderabad-chennai-bengaluru-2-to-3-years-020426025449,previously_applied,2026-04-19T16:26:11.229092+00:00,2026-04-02T16:35:26+00:00,2026-04-18T14:16:08.809841+00:00,,,,personalized_resumes,
naukri:180326916978,IDESLABS PRIVATE LIMITED,Java Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-developer-ideslabs-private-limited-hyderabad-3-to-8-years-180326916978,previously_applied,2026-04-19T16:25:53.579895+00:00,2026-03-18T12:23:33+00:00,2026-04-18T14:16:08.809841+00:00,,,,personalized_resumes,
naukri:140426920108,Experian,Java Professional,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-professional-experian-services-india-private-limited-hyderabad-gachibowli-1-to-6-years-140426920108,previously_applied,2026-04-19T16:25:27.924615+00:00,2026-04-14T14:33:41+00:00,2026-04-18T14:12:21.526583+00:00,,,,personalized_resumes,
4403822229,Mphasis,Java React Fullstack Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4403822229/,previously_applied,2026-04-19T16:23:23.025865+00:00,,2026-04-18T14:16:08.809841+00:00,https://www.linkedin.com/jobs/view/4403822229/,a7c91c02-de3c-49ad-880d-3ca648f2832a,,personalized_resumes,
naukri:180326029516,Info Edge,Backend Java Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-backend-java-developer-info-edge-mumbai-hyderabad-bengaluru-1-to-8-years-180326029516,previously_applied,2026-04-19T16:21:48.290558+00:00,2026-03-18T17:18:43+00:00,2026-04-18T14:16:08.809841+00:00,,,,personalized_resumes,
naukri:150426009730,Creative Hands HR,Software-Java Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-software-java-developer-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-5-years-150426009730,previously_applied,2026-04-19T16:20:50.573063+00:00,2026-04-15T09:53:25+00:00,2026-04-18T14:12:21.526583+00:00,,,,personalized_resumes,
naukri:130625502377,Beads Software Solutions,Java Fullstack Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-fullstack-developer-beads-software-hyderabad-bengaluru-1-to-6-years-130625502377,previously_applied,2026-04-19T16:20:29.307822+00:00,2025-06-13T17:30:34+00:00,2026-04-18T14:16:08.809841+00:00,,b2c82eff-94e6-423c-9bef-878ad8783786,,personalized_resumes,
naukri:150426926992,GE VERNOVA,Software Engineer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-software-engineer-ge-renewable-energy-technologies-private-limited-hyderabad-2-to-5-years-150426926992,previously_applied,2026-04-19T16:17:38.190665+00:00,2026-04-15T17:16:07+00:00,2026-04-18T14:16:08.809841+00:00,,,,personalized_resumes,
naukri:260725501554,Diverse Lynx,JAVA Backend Developer With Cloud,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-backend-developer-with-cloud-diverse-lynx-hyderabad-2-to-6-years-260725501554,previously_applied,2026-04-19T16:17:18.701366+00:00,2025-07-26T16:05:47+00:00,2026-04-18T14:12:21.526583+00:00,,b1061ed1-bb3d-45b7-8f4b-0ccc269057da,,personalized_resumes,
4403829062,Mphasis,Java React Fullstack Developer,"Mumbai, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4403829062/,previously_applied,2026-04-19T16:17:15.451955+00:00,,2026-04-18T14:16:08.809841+00:00,https://www.linkedin.com/jobs/view/4403829062/,5d05b17e-3a63-4d4a-891e-27f5541787ba,,personalized_resumes,
naukri:170426020093,GIST Management Solutions ,Software Engineer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-software-engineer-gist-management-solutions-hyderabad-chennai-bengaluru-0-to-4-years-170426020093,previously_applied,2026-04-19T16:15:08.4227+00:00,2026-04-17T14:12:48+00:00,2026-04-18T14:16:08.809841+00:00,,d596cee2-4589-4347-bab8-d8d80f7ff4a1,,personalized_resumes,
4402710230,upGrad,Full Stack Engineer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4402710230/,previously_applied,2026-04-19T16:10:53.700966+00:00,,2026-04-18T14:16:08.809841+00:00,https://www.linkedin.com/jobs/view/4402710230/,a0b2ebdf-6af2-448d-8514-09e27f664174,,personalized_resumes,
naukri:110226501145,Unison Consulting,Java Backend Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-backend-developer-unison-consulting-hyderabad-2-to-5-years-110226501145,previously_applied,2026-04-19T16:10:39.957484+00:00,2026-02-11T13:38:52+00:00,2026-04-18T14:16:08.809841+00:00,,abda0f77-87d1-4a1b-887a-b9bb239d3014,,personalized_resumes,
naukri:270326014185,Tenacious Hr Solution,Full Stack Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-full-stack-developer-tenacious-hr-solution-hyderabad-bengaluru-delhi-ncr-2-to-5-years-270326014185,previously_applied,2026-04-18T21:15:04.066809+00:00,2026-03-27T12:00:26+00:00,2026-04-18T14:16:08.809841+00:00,,567ecd37-1367-46ff-9a64-29515654c8e8,,personalized_resumes,
4375578217,IBM,Application Developer-Cloud FullStack,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4375578217/,previously_applied,2026-04-18T01:19:52.087162+00:00,,2026-04-17T02:51:15.794956+00:00,https://www.linkedin.com/jobs/view/4375578217/,4a4e8b55-aa55-4472-afde-06fb1295b09d,,personalized_resumes,
manual_18c35503e16414b0,Mphasis,Java React Fullstack Developer,"Hyderabad, Telangana, India",linkedin.com,https://www.linkedin.com/jobs/view/4401067185/,previously_applied,2026-04-18T01:19:47.849766+00:00,,2026-04-18T01:16:09.953113+00:00,,75dc47d9-d880-4924-8c05-9304611cc75f,,personalized_resumes,
4400439217,Crowe Capability Center – India,Software Engineer 2,Greater Hyderabad Area,linkedin,https://www.linkedin.com/jobs/view/4400439217/,previously_applied,2026-04-17T20:59:30.843769+00:00,,2026-04-17T02:51:15.794956+00:00,https://www.linkedin.com/jobs/view/4400439217/,1c68660e-b07e-4787-b635-e7def2576b6d,,personalized_resumes,
4401866117,Dexian India,Java Developer,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4401866117/,previously_applied,2026-04-17T20:51:28.714537+00:00,,2026-04-17T02:51:15.794956+00:00,https://www.linkedin.com/jobs/view/4401866117/,1897f5c1-5266-4b21-9d63-14af74f88645,,personalized_resumes,
